MarketID,MarketSize,LocationID,AgeOfStore,Promotion,week,SalesInThousands,Date
3,Large,220,3,1,3,76.45,15-01-2025
3,Medium,220,3,1,4,56.4,22-01-2025
3,Small,221,23,3,1,72.2,01-01-2025
3,Large,221,23,2,2,44.23,08-01-2025
3,Medium,221,23,2,3,58.69,15-01-2025
3,Medium,221,23,2,4,71.44,22-01-2025
3,Small,222,6,3,1,50.98,01-01-2025
3,Small,222,6,3,2,78.13,08-01-2025
3,Large,222,6,2,3,69.46,15-01-2025
3,Medium,222,6,2,4,63.69,22-01-2025
4,Small,301,1,1,1,35.43,01-01-2025
4,Large,301,1,2,2,34.37,08-01-2025
4,Medium,301,1,2,3,53.39,15-01-2025
4,Medium,301,1,2,4,35.18,22-01-2025
4,Small,302,7,2,1,33.8,01-01-2025
4,Medium,302,7,1,2,49.83,08-01-2025
4,Large,302,7,3,3,41.97,15-01-2025
4,Large,302,7,2,4,47.84,22-01-2025
4,Small,303,9,2,1,52.74,01-01-2025
4,Large,303,9,3,2,60.63,08-01-2025
4,Large,303,9,2,3,35.42,15-01-2025
4,Small,303,9,2,4,38.28,22-01-2025
4,Medium,304,3,1,1,39.87,01-01-2025
4,Large,304,3,3,2,49.4,08-01-2025
4,Medium,304,3,1,3,56.62,15-01-2025
4,Medium,304,3,3,4,32.02,22-01-2025
4,Small,305,2,3,1,33.89,01-01-2025
4,Large,305,2,2,2,28.69,08-01-2025
4,Large,305,2,3,3,33.04,15-01-2025
4,Small,305,2,1,4,45.22,22-01-2025
4,Medium,306,13,1,1,45.94,01-01-2025
4,Small,306,13,1,2,65.45,08-01-2025
4,Small,306,13,3,3,41.16,15-01-2025
4,Large,306,13,2,4,54.82,22-01-2025
4,Medium,307,7,1,1,44.84,01-01-2025
4,Medium,307,7,1,2,44.02,08-01-2025
4,Small,307,7,1,3,27.58,15-01-2025
4,Large,307,7,1,4,43.09,22-01-2025
4,Medium,308,28,3,1,28.15,01-01-2025
4,Small,308,28,1,2,46.24,08-01-2025
4,Small,308,28,3,3,46.84,15-01-2025
4,Medium,308,28,3,4,48.42,22-01-2025
4,Small,309,8,3,1,48.9,01-01-2025
4,Large,309,8,2,2,44.85,08-01-2025
4,Large,309,8,3,3,28.1,15-01-2025
4,Medium,309,8,3,4,33.08,22-01-2025
5,Large,401,5,1,1,37.59,01-01-2025
5,Large,401,5,1,2,40.15,08-01-2025
5,Small,401,5,1,3,27.35,15-01-2025
5,Small,401,5,1,4,26.4,22-01-2025
5,Large,402,25,2,1,27.93,01-01-2025
5,Small,402,25,3,2,37.86,08-01-2025
5,Large,402,25,1,3,45.28,15-01-2025
5,Large,402,25,3,4,20.43,22-01-2025
5,Large,403,19,2,1,43.61,01-01-2025
5,Small,403,19,3,2,22.69,08-01-2025
5,Small,403,19,1,3,31.96,15-01-2025
5,Large,403,19,2,4,32.56,22-01-2025
5,Small,404,8,2,1,31.72,01-01-2025
5,Medium,404,8,2,2,31.94,08-01-2025
5,Small,404,8,1,3,45.89,15-01-2025
5,Medium,404,8,3,4,22.18,22-01-2025
5,Large,405,4,1,1,33.92,01-01-2025
5,Medium,405,4,1,2,32.02,08-01-2025
5,Large,405,4,3,3,34.95,15-01-2025
5,Medium,405,4,3,4,24.96,22-01-2025
5,Medium,406,3,2,1,42.81,01-01-2025
5,Medium,406,3,1,2,32.5,08-01-2025
5,Small,406,3,2,3,43.08,15-01-2025
5,Small,406,3,1,4,36.01,22-01-2025
5,Medium,407,6,1,1,24.64,01-01-2025
5,Medium,407,6,2,2,32.41,08-01-2025
5,Large,407,6,2,3,32.57,15-01-2025
5,Large,407,6,2,4,36.3,22-01-2025
5,Small,408,9,3,1,30.2,01-01-2025
5,Large,408,9,2,2,28.99,08-01-2025
5,Medium,408,9,3,3,35.79,15-01-2025
5,Small,408,9,2,4,37.9,22-01-2025
5,Large,409,14,2,1,39.79,01-01-2025
5,Small,409,14,1,2,41.85,08-01-2025
5,Large,409,14,3,3,37.8,15-01-2025
5,Medium,409,14,2,4,36.87,22-01-2025
5,Medium,410,11,2,1,37.2,01-01-2025
5,Medium,410,11,1,2,35.99,08-01-2025
5,Small,410,11,3,3,43.63,15-01-2025
5,Small,410,11,3,4,53.98,22-01-2025
5,Medium,411,23,2,1,40.03,01-01-2025
5,Medium,411,23,2,2,39.01,08-01-2025
5,Large,411,23,1,3,33.58,15-01-2025
5,Large,411,23,1,4,37.62,22-01-2025
5,Medium,412,6,3,1,32.46,01-01-2025
5,Large,412,6,3,2,42.16,08-01-2025
5,Large,412,6,3,3,36.89,15-01-2025
5,Small,412,6,2,4,34.26,22-01-2025
5,Small,413,1,3,1,42.01,01-01-2025
5,Small,413,1,2,2,28.05,08-01-2025
5,Medium,413,1,1,3,32.86,15-01-2025
5,Large,413,1,1,4,38.59,22-01-2025
5,Medium,414,1,2,1,41.01,01-01-2025
5,Small,414,1,3,2,47.17,08-01-2025
5,Medium,414,1,2,3,32.81,15-01-2025
5,Small,414,1,2,4,56.1,22-01-2025
5,Small,415,12,3,1,36.79,01-01-2025
5,Large,415,12,3,2,31.84,08-01-2025
5,Large,415,12,1,3,40.32,15-01-2025
5,Small,415,12,1,4,38.06,22-01-2025
6,Small,501,6,2,1,14.13,01-01-2025
6,Small,501,6,3,2,28.05,08-01-2025
6,Large,501,6,1,3,27.77,15-01-2025
6,Large,501,6,3,4,18.72,22-01-2025
6,Large,502,19,2,1,31.41,01-01-2025
6,Large,502,19,2,2,19.1,08-01-2025
6,Medium,502,19,2,3,19.06,15-01-2025
6,Large,502,19,1,4,34.26,22-01-2025
6,Large,503,2,1,1,23.86,01-01-2025
6,Large,503,2,1,2,41.04,08-01-2025
6,Large,503,2,3,3,17.17,15-01-2025
6,Medium,503,2,1,4,23.31,22-01-2025
6,Medium,504,4,1,1,32.6,01-01-2025
6,Medium,504,4,2,2,32.77,08-01-2025
6,Medium,504,4,1,3,25.83,15-01-2025
6,Large,504,4,1,4,44.21,22-01-2025
6,Small,505,1,3,1,19.51,01-01-2025
6,Medium,505,1,2,2,34.13,08-01-2025
6,Large,505,1,1,3,23.44,15-01-2025
6,Large,505,1,2,4,41.18,22-01-2025
6,Medium,506,12,1,1,35.6,01-01-2025
6,Small,506,12,3,2,23.86,08-01-2025
6,Large,506,12,3,3,20.94,15-01-2025
6,Medium,506,12,3,4,11.55,22-01-2025
6,Large,507,5,2,1,33.43,01-01-2025
6,Small,507,5,1,2,12.72,08-01-2025
6,Medium,507,5,2,3,29.45,15-01-2025
6,Medium,507,5,1,4,15.65,22-01-2025
6,Medium,508,5,2,1,30.04,01-01-2025
6,Small,508,5,3,2,22.66,08-01-2025
6,Large,508,5,3,3,24.84,15-01-2025
6,Small,508,5,2,4,25.49,22-01-2025
6,Large,509,8,1,1,32.24,01-01-2025
6,Small,509,8,2,2,33.98,08-01-2025
6,Medium,509,8,3,3,27.98,15-01-2025
6,Medium,509,8,2,4,44.36,22-01-2025
6,Medium,510,7,1,1,29.93,01-01-2025
6,Small,510,7,3,2,24.31,08-01-2025
6,Medium,510,7,1,3,15.19,15-01-2025
6,Medium,510,7,3,4,26.23,22-01-2025
6,Large,511,24,1,1,42.39,01-01-2025
6,Medium,511,24,2,2,37.33,08-01-2025
6,Large,511,24,3,3,35.78,15-01-2025
6,Small,511,24,2,4,31.72,22-01-2025
6,Medium,512,4,3,1,27.43,01-01-2025
6,Small,512,4,3,2,26.71,08-01-2025
6,Large,512,4,2,3,39.17,15-01-2025
6,Medium,512,4,1,4,23.09,22-01-2025
6,Large,513,7,1,1,26.14,01-01-2025
6,Medium,513,7,3,2,22.4,08-01-2025
6,Small,513,7,1,3,35.98,15-01-2025
6,Small,513,7,3,4,24.61,22-01-2025
6,Medium,514,6,3,1,26.23,01-01-2025
6,Large,514,6,2,2,26.53,08-01-2025
6,Medium,514,6,3,3,22.2,15-01-2025
6,Medium,514,6,1,4,36.1,22-01-2025
6,Large,515,8,3,1,28.03,01-01-2025
6,Medium,515,8,3,2,24.99,08-01-2025
6,Small,515,8,2,3,29.28,15-01-2025
6,Medium,515,8,2,4,39.22,22-01-2025
7,Large,601,7,3,1,26.12,01-01-2025
7,Large,601,7,1,2,28.44,08-01-2025
7,Medium,601,7,2,3,34.65,15-01-2025
7,Small,601,7,1,4,29.22,22-01-2025
7,Large,602,4,1,1,31.17,01-01-2025
7,Large,602,4,2,2,32.81,08-01-2025
7,Medium,602,4,1,3,41.21,15-01-2025
7,Small,602,4,2,4,32.26,22-01-2025
7,Medium,603,4,3,1,23.61,01-01-2025
7,Small,603,4,2,2,35.51,08-01-2025
7,Small,603,4,2,3,28.76,15-01-2025
7,Large,603,4,3,4,22.24,22-01-2025
7,Small,604,11,1,1,24.26,01-01-2025
7,Large,604,11,1,2,38.14,08-01-2025
7,Large,604,11,1,3,31.69,15-01-2025
7,Small,604,11,3,4,42.59,22-01-2025
7,Large,605,8,3,1,33.76,01-01-2025
7,Small,605,8,3,2,40.44,08-01-2025
7,Medium,605,8,2,3,29.55,15-01-2025
7,Small,605,8,3,4,26,22-01-2025
7,Large,606,8,1,1,24.59,01-01-2025
7,Medium,606,8,3,2,38.44,08-01-2025
7,Large,606,8,2,3,26.62,15-01-2025
7,Large,606,8,1,4,38.76,22-01-2025
7,Small,607,3,1,1,37.26,01-01-2025
7,Medium,607,3,3,2,21.78,08-01-2025
7,Medium,607,3,3,3,37.77,15-01-2025
7,Small,607,3,3,4,19.61,22-01-2025
7,Large,608,18,1,1,37.27,01-01-2025
7,Medium,608,18,2,2,47.78,08-01-2025
7,Large,608,18,2,3,45.57,15-01-2025
7,Small,608,18,3,4,42.43,22-01-2025
7,Large,609,9,2,1,45.28,01-01-2025
7,Large,609,9,3,2,34.78,08-01-2025
7,Small,609,9,1,3,36.75,15-01-2025
7,Small,609,9,2,4,52.52,22-01-2025
7,Small,610,4,3,1,29.47,01-01-2025
7,Small,610,4,3,2,31.61,08-01-2025
7,Small,610,4,1,3,51.71,15-01-2025
7,Medium,610,4,1,4,28.98,22-01-2025
7,Medium,611,11,2,1,31.72,01-01-2025
7,Small,611,11,1,2,49.47,08-01-2025
7,Small,611,11,1,3,36.14,15-01-2025
7,Small,611,11,2,4,44.46,22-01-2025
7,Medium,612,1,2,1,42.44,01-01-2025
7,Large,612,1,3,2,36.29,08-01-2025
7,Large,612,1,1,3,26.23,15-01-2025
7,Large,612,1,2,4,46.66,22-01-2025
7,Medium,613,18,2,1,38.9,01-01-2025
7,Large,613,18,3,2,40.32,08-01-2025
7,Small,613,18,1,3,55,15-01-2025
7,Medium,613,18,3,4,36.86,22-01-2025
7,Large,614,8,2,1,26.02,01-01-2025
7,Small,614,8,3,2,35.17,08-01-2025
7,Large,614,8,1,3,19.51,15-01-2025
7,Medium,614,8,3,4,17.78,22-01-2025
7,Medium,615,1,1,1,30.18,01-01-2025
7,Medium,615,1,1,2,31.35,08-01-2025
7,Small,615,1,1,3,45.52,15-01-2025
7,Small,615,1,3,4,34.33,22-01-2025
8,Small,701,1,1,1,42.84,01-01-2025
8,Small,701,1,2,2,36.81,08-01-2025
8,Large,701,1,1,3,47.58,15-01-2025
8,Small,701,1,3,4,37.12,22-01-2025
8,Large,702,13,3,1,46.8,01-01-2025
8,Large,702,13,3,2,28.43,08-01-2025
8,Medium,702,13,3,3,39.76,15-01-2025
8,Large,702,13,3,4,45.39,22-01-2025
8,Small,703,4,2,1,30.04,01-01-2025
8,Small,703,4,3,2,27.34,08-01-2025
8,Medium,703,4,1,3,38.21,15-01-2025
8,Small,703,4,3,4,35.15,22-01-2025
8,Small,704,27,1,1,30.7,01-01-2025
8,Medium,704,27,1,2,36.39,08-01-2025
8,Medium,704,27,1,3,31.61,15-01-2025
8,Medium,704,27,3,4,27.97,22-01-2025
8,Medium,705,22,3,1,34.66,01-01-2025
8,Medium,705,22,3,2,27.52,08-01-2025
8,Large,705,22,2,3,40.2,15-01-2025
8,Medium,705,22,3,4,41.71,22-01-2025
8,Large,706,17,3,1,32.09,01-01-2025
8,Small,706,17,2,2,32.45,08-01-2025
8,Large,706,17,1,3,32.19,15-01-2025
8,Large,706,17,3,4,31.19,22-01-2025
8,Large,707,5,1,1,41.53,01-01-2025
8,Medium,707,5,1,2,36.23,08-01-2025
8,Large,707,5,2,3,30.34,15-01-2025
8,Large,707,5,3,4,33.51,22-01-2025
8,Small,708,15,1,1,27.14,01-01-2025
8,Medium,708,15,2,2,32.54,08-01-2025
8,Medium,708,15,1,3,27.82,15-01-2025
8,Large,708,15,1,4,30.54,22-01-2025
8,Small,709,1,1,1,32.89,01-01-2025
8,Small,709,1,3,2,27.31,08-01-2025
8,Medium,709,1,3,3,35.08,15-01-2025
8,Small,709,1,3,4,23.94,22-01-2025
8,Large,710,24,2,1,52.17,01-01-2025
8,Medium,710,24,2,2,39.6,08-01-2025
8,Medium,710,24,3,3,35.52,15-01-2025
8,Large,710,24,3,4,35.43,22-01-2025
8,Medium,711,1,3,1,39.71,01-01-2025
8,Medium,711,1,3,2,45.88,08-01-2025
8,Large,711,1,2,3,30.6,15-01-2025
8,Medium,711,1,1,4,36,22-01-2025
8,Small,712,9,1,1,27.21,01-01-2025
8,Large,712,9,1,2,48.09,08-01-2025
8,Medium,712,9,1,3,30.58,15-01-2025
8,Large,712,9,3,4,37.65,22-01-2025
9,Small,801,3,3,1,34.68,01-01-2025
9,Medium,801,3,2,2,40.52,08-01-2025
9,Large,801,3,2,3,46.31,15-01-2025
9,Medium,801,3,3,4,40.52,22-01-2025
9,Small,802,9,2,1,43.24,01-01-2025
9,Medium,802,9,1,2,30.13,08-01-2025
9,Medium,802,9,3,3,49.09,15-01-2025
9,Small,802,9,2,4,29.3,22-01-2025
9,Small,803,10,3,1,36.34,01-01-2025
9,Small,803,10,3,2,32.08,08-01-2025
9,Large,803,10,1,3,23.95,15-01-2025
9,Large,803,10,3,4,39.15,22-01-2025
9,Large,804,1,1,1,27.42,01-01-2025
9,Small,804,1,2,2,47.59,08-01-2025
9,Large,804,1,1,3,33.71,15-01-2025
9,Medium,804,1,3,4,45.67,22-01-2025
9,Medium,805,6,2,1,27.8,01-01-2025
9,Large,805,6,2,2,46.67,08-01-2025
9,Medium,805,6,1,3,41.29,15-01-2025
9,Large,805,6,1,4,44.81,22-01-2025
9,Medium,806,5,3,1,38.33,01-01-2025
9,Medium,806,5,3,2,41.39,08-01-2025
9,Medium,806,5,3,3,39.79,15-01-2025
9,Large,806,5,2,4,38.92,22-01-2025
9,Small,807,1,3,1,37.98,01-01-2025
9,Small,807,1,2,2,49.46,08-01-2025
9,Medium,807,1,2,3,41.01,15-01-2025
9,Medium,807,1,3,4,51.39,22-01-2025
9,Small,808,20,3,1,45.92,01-01-2025
9,Large,808,20,2,2,32.27,08-01-2025
9,Small,808,20,2,3,45.56,15-01-2025
9,Medium,808,20,1,4,46.37,22-01-2025
9,Large,809,9,2,1,33.72,01-01-2025
9,Medium,809,9,3,2,39.22,08-01-2025
9,Medium,809,9,3,3,50.78,15-01-2025
9,Medium,809,9,3,4,35.23,22-01-2025
9,Small,810,13,1,1,27.79,01-01-2025
9,Medium,810,13,2,2,45.75,08-01-2025
9,Large,810,13,3,3,34.32,15-01-2025
9,Medium,810,13,1,4,44.93,22-01-2025
10,Large,901,7,3,1,48.26,01-01-2025
10,Medium,901,7,1,2,36.96,08-01-2025
10,Small,901,7,2,3,30.86,15-01-2025
10,Medium,901,7,3,4,33.31,22-01-2025
10,Large,902,1,1,1,55.72,01-01-2025
10,Medium,902,1,3,2,46.11,08-01-2025
10,Large,902,1,3,3,56.5,15-01-2025
10,Medium,902,1,3,4,60.87,22-01-2025
10,Medium,903,7,1,1,45.99,01-01-2025
10,Small,903,7,2,2,29.6,08-01-2025
10,Small,903,7,3,3,32.65,15-01-2025
10,Large,903,7,1,4,45.34,22-01-2025
10,Medium,904,10,2,1,50.27,01-01-2025
10,Medium,904,10,3,2,45.45,08-01-2025
10,Medium,904,10,1,3,38.37,15-01-2025
10,Small,904,10,2,4,39.05,22-01-2025
10,Small,905,2,2,1,42.01,01-01-2025
10,Medium,905,2,1,2,34.78,08-01-2025
10,Medium,905,2,1,3,41.79,15-01-2025
10,Small,905,2,1,4,49.38,22-01-2025
10,Medium,906,13,1,1,44.2,01-01-2025
10,Small,906,13,2,2,35.53,08-01-2025
10,Small,906,13,1,3,33.2,15-01-2025
10,Small,906,13,1,4,40.44,22-01-2025
10,Large,907,10,2,1,27.35,01-01-2025
10,Medium,907,10,2,2,48.41,08-01-2025
10,Medium,907,10,1,3,28.46,15-01-2025
10,Small,907,10,2,4,41.27,22-01-2025
10,Small,908,3,1,1,42.32,01-01-2025
10,Large,908,3,3,2,26.44,08-01-2025
10,Medium,908,3,1,3,30.73,15-01-2025
10,Large,908,3,1,4,31.17,22-01-2025
10,Medium,909,1,3,1,31.17,01-01-2025
10,Large,909,1,1,2,45.65,08-01-2025
10,Large,909,1,1,3,62.5,15-01-2025
10,Large,909,1,3,4,49.35,22-01-2025
10,Small,910,1,3,1,52.22,01-01-2025
10,Large,910,1,3,2,49.63,08-01-2025
10,Small,910,1,3,3,38.59,15-01-2025
10,Small,910,1,1,4,42.87,22-01-2025
10,Small,911,1,3,1,34.08,01-01-2025
10,Small,911,1,1,2,35.17,08-01-2025
10,Medium,911,1,1,3,41.65,15-01-2025
10,Large,911,1,3,4,47.19,22-01-2025
10,Medium,912,6,3,1,31.57,01-01-2025
10,Large,912,6,1,2,27.5,08-01-2025
10,Medium,912,6,3,3,37.4,15-01-2025
10,Small,912,6,1,4,42.35,22-01-2025
10,Small,913,24,3,1,47.55,01-01-2025
10,Large,913,24,2,2,39.67,08-01-2025
10,Small,913,24,3,3,37.76,15-01-2025
10,Large,913,24,2,4,45.91,22-01-2025
10,Large,914,9,1,1,34.97,01-01-2025
10,Small,914,9,3,2,27.44,08-01-2025
10,Medium,914,9,1,3,34.09,15-01-2025
10,Large,914,9,3,4,32.46,22-01-2025
10,Large,915,3,1,1,43.4,01-01-2025
10,Medium,915,3,2,2,31.96,08-01-2025
10,Medium,915,3,1,3,42.62,15-01-2025
10,Medium,915,3,1,4,60.21,22-01-2025
10,Large,916,7,1,1,36.77,01-01-2025
10,Large,916,7,1,2,44.87,08-01-2025
10,Large,916,7,1,3,41.89,15-01-2025
10,Large,916,7,2,4,40.28,22-01-2025
10,Medium,917,14,3,1,32.27,01-01-2025
10,Small,917,14,1,2,31.18,08-01-2025
10,Medium,917,14,2,3,49.75,15-01-2025
10,Large,917,14,2,4,40,22-01-2025
10,Small,918,6,2,1,31.02,01-01-2025
10,Small,918,6,1,2,40.38,08-01-2025
10,Large,918,6,1,3,29.85,15-01-2025
10,Small,918,6,2,4,51.86,22-01-2025
10,Large,919,2,3,1,36.19,01-01-2025
10,Small,919,2,2,2,49.96,08-01-2025
10,Medium,919,2,3,3,45.95,15-01-2025
10,Small,919,2,2,4,39.1,22-01-2025
10,Small,920,14,2,1,43.81,01-01-2025
10,Large,920,14,3,2,35.17,08-01-2025
10,Large,920,14,3,3,29.95,15-01-2025
10,Medium,920,14,1,4,45.44,22-01-2025
1,Medium,1,4,1,2,24.77,08-01-2025
1,Small,1,4,1,3,25.04,15-01-2025
1,Small,1,4,3,4,25.09,22-01-2025
1,Large,1,4,1,5,24.73,29-01-2025
1,Small,2,5,2,2,24.13,08-01-2025
1,Large,2,5,3,3,19.76,15-01-2025
1,Large,2,5,2,4,17.91,22-01-2025
1,Small,2,5,3,5,17.64,29-01-2025
1,Medium,3,12,2,2,40.03,08-01-2025
1,Medium,3,12,2,3,37.3,15-01-2025
1,Large,3,12,3,4,24.12,22-01-2025
1,Large,3,12,1,5,23.32,29-01-2025
1,Small,4,1,2,2,29.47,08-01-2025
1,Medium,4,1,3,3,37.49,15-01-2025
1,Small,4,1,2,4,15.39,22-01-2025
1,Medium,4,1,1,5,22.48,29-01-2025
1,Small,5,10,2,2,28.33,08-01-2025
1,Large,5,10,1,3,15.41,15-01-2025
1,Medium,5,10,3,4,29.73,22-01-2025
1,Medium,5,10,2,5,14.82,29-01-2025
1,Medium,6,10,2,2,19.88,08-01-2025
1,Medium,6,10,2,3,17.69,15-01-2025
1,Small,6,10,3,4,29.72,22-01-2025
